,title,author,author code,year,figures,description,genre,magazine
7382,Život není spravedlivý /,Jindra G,,1987,"Fischl, Viktor",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7383,Sloupek Pavla Řehoře /,"Řehoř, Pavel",kpwa5009,1987,"Havel, Václav;Hvížďala, Karel;Hvížďala, Karel;Čep, Jan",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7384,Co by tomu řekl K.H.B.? /,Ja,,1987,"Havlíček Borovský, Karel;Škutina, Vladimír;Morava, Jiří;Měšťan, Antonín",literární druhy;osobnosti,referáty,Zpravodaj (Wintertuhr-Obstladen)
7385,In memoriam Václava Hokůva,,,1987,"Hokův, Václav",osobnosti,nekrology,Zpravodaj (Wintertuhr-Obstladen)
7386,Básník s prázdnýma rukama :,"Vejvoda, Jaroslav",jk01141939,1987,"Hokův, Václav",osobnosti,nekrology,Zpravodaj (Wintertuhr-Obstladen)
7387,Mirko Janeček /,"Kubešová, Blanka",jn99240000553,1987,"Janeček, Mirko",exilový tisk;osobnosti,medailony,Zpravodaj (Wintertuhr-Obstladen)
7388,Zůstává Masarykova kritika marxismu a komunismu aktuální? /,"Novák, Miroslav",jn20000401877,1987,"Masaryk, Tomáš Garrigue",osobnosti,studie,Zpravodaj (Wintertuhr-Obstladen)
7389,Intimní Masaryk /,"Kubešová, Blanka",jn99240000553,1987,"Herben, Jan",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7390,Útok na poslední baštu mužskosti /,Jindra G,,1987,"Rybáková, Minka",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7391,"K č.2/87 ""Útok..."". /","Vejvoda, Jaroslav",jk01141939,1987,"Rybáková, Minka;Jindra",osobnosti,polemiky,Zpravodaj (Wintertuhr-Obstladen)
7392,Hledání boží spravedlnosti /,"Kubešová, Blanka",jn99240000553,1987,"Terlecký, Nikolaj",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7393,I ty můj synu Ludvíku? /,Moravicu,,1987,"Vaculík, Ludvík",osobnosti,polemiky,Zpravodaj (Wintertuhr-Obstladen)
7394,Power play zápas sportovního ducha a moci.,,,1987,"Valenta, Vladimír;Škutina, Vladimír",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7395,Jaroslav Vejvoda - Ptáci /,"Kubešová, Blanka",jn99240000553,1987,"Vejvoda, Jaroslav",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7396,K diskusi o Zeleném víně /,"Feyfar, Petr",jx20080322016,1987,"Vejvoda, Jaroslav",česká próza,polemiky,Zpravodaj (Wintertuhr-Obstladen)
7397,V + W /,"Kubešová, Blanka",jn99240000553,1987,"Lederer, Jiří;Werich, Jan;Preisner, Rio",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7398,V a W.,,,1987,"Werich, Jan;Preisner, Rio",osobnosti,polemiky,Zpravodaj (Wintertuhr-Obstladen)
7399,Literárne marginálie zo Slovenska /,"Šimko, Dušan",jn19990209854,1987,,slovenská literatura,glosy,Zpravodaj (Wintertuhr-Obstladen)
7400,"Sv.Terezie od Ježíše, Hrad v nitru /",Petřík,jn20010309242,1987,"Koláček, Josef;Teresa de Jesús",řecká literatura,recenze,Zpravodaj (Wintertuhr-Obstladen)
7401,Č.5/88 Dopis Jiřího Kozelky ml. Aby už konečně bylo jasno /,Veselý,,1988,,literatura pro děti;literatura,polemiky,Zpravodaj (Wintertuhr-Obstladen)
7402,Dobré knihy za babku /,"Kubešová, Blanka",jn99240000553,1988,,knihy;nakladatelství a vydavatelství,články,Zpravodaj (Wintertuhr-Obstladen)
7403,Sloupek Pavla Řehoře /,"Řehoř, Pavel",kpwa5009,1988,"Kadlec, Jaroslav",literatura pro děti;rumunská literatura,recenze,Zpravodaj (Wintertuhr-Obstladen)
7404,Co mohla čs.pravice? /,Mikovec,,1988,"Hejl, Vilém",česká literatura,polemiky,Zpravodaj (Wintertuhr-Obstladen)
7405,Sloupek Pavla Řehoře /,"Řehoř, Pavel",kpwa5009,1988,"Hrabal, Bohumil;Kohout, Pavel;Pravda, Jiří;Krupička, Jiří;Kubešová, Blanka;Čivrný, Lumír;Procházková, Lenka",česká literatura,recenze,Zpravodaj (Wintertuhr-Obstladen)
7406,Sloupek Pavla Řehoře /,"Řehoř, Pavel",kpwa5009,1988,"Feierabend, Ladislav Karel;Preisner, Rio;Chalupecký, Jindřich;Greene, Graham",literatura pro děti;česká literatura,recenze,Zpravodaj (Wintertuhr-Obstladen)
7407,Sloupek Pavla Řehoře /,"Řehoř, Pavel",kpwa5009,1988,"Pelc, Oldřich;Laub, Gabriel;Goepfertová, Gertruda",česká literatura,recenze,Zpravodaj (Wintertuhr-Obstladen)
7408,Óda na věčnou slávu /,"Chudožilov, Petr",jk01050390,1988,"Černík, Michal",česká literatura,komentáře,Zpravodaj (Wintertuhr-Obstladen)
7409,Sloupek Pavla Řehoře /,"Řehoř, Pavel",kpwa5009,1988,"Steinbach, Karel;Roth, Philip;Racek, Michal;Klíma, Ivan",česká literatura,recenze,Zpravodaj (Wintertuhr-Obstladen)
7410,Ta noc /,"Diviš, Ivan",jk01022321,1988,"Diviš, Ivan",osobnosti,paměti,Zpravodaj (Wintertuhr-Obstladen)
7411,Milovníkům poezie /,"Kubešová, Blanka",jn99240000553,1988,"Effenberger, Vratislav;Kabeš, Petr",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7412,O síle samoty /,"Fischl, Viktor",jo19990047113,1988,"Fischl, Viktor",osobnosti,paměti,Zpravodaj (Wintertuhr-Obstladen)
7413,Rozhovor se spisovatelkou Blankou Kubešovou /,"Kubešová, Blanka",jn99240000553,1988,"Kubešová, Blanka",osobnosti,rozhovory,Zpravodaj (Wintertuhr-Obstladen)
7414,Blanka Kubešová v Ženevě /,"Kubes, Milan",jn20010601225,1988,"Kubešová, Blanka",osobnosti,referáty,Zpravodaj (Wintertuhr-Obstladen)
7415,Za Jaromírem Šavrdou,,,1988,"Šavrda, Jaromír",osobnosti,nekrology,Zpravodaj (Wintertuhr-Obstladen)
7416,Humor proti demagogii /,"Kubešová, Blanka",jn99240000553,1988,"Škutina, Vladimír",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7417,Svedený a opuštěný /,"Kubešová, Blanka",jn99240000553,1988,"Trefulka, Jan",česká próza,recenze,Zpravodaj (Wintertuhr-Obstladen)
7418,Antonín Švehla /,"Zoufalý, Otakar",mzk2005294714,1989,"Dostál, Vladimír",literatura,recenze,Zpravodaj (Wintertuhr-Obstladen)
7419,Akce a protiakce,,,1989,,literatura pro děti,referáty,Zpravodaj (Wintertuhr-Obstladen)
7420,Bedřich Bridel a Martin Středa v prózách Josefa Koláčka :,"Kratochvil, Antonín",jk01062954,1989,"Koláček, Josef;Bridel, Bedřich;Středovský, Martin",starší česká literatura,recenze,Zpravodaj (Wintertuhr-Obstladen)
7421,Sloupek Pavla Řehoře /,"Řehoř, Pavel",kpwa5009,1989,"Křesadlo, Jan;Diviš, Ivan;Vaculík, Ludvík;Čech, Jan;Ulč, Ota;Rybáková, Minka",česká literatura,recenze,Zpravodaj (Wintertuhr-Obstladen)
7422,Nové knihy tří autorek /,I,,1989,"Kriseová, Eda;Kotrlá, Iva;Kubešová, Blanka",česká literatura,recenze,Zpravodaj (Wintertuhr-Obstladen)
7423,Sloupek Pavla Řehoře /,"Řehoř, Pavel",kpwa5009,1989,"Vaněček, František;Skilling;Kantůrková, Eva",česká literatura,recenze,Zpravodaj (Wintertuhr-Obstladen)
7424,Sloupek Pavla Řehoře /,"Řehoř, Pavel",kpwa5009,1989,"Šikl, Václav;Schonberg, Michal",česká literatura,recenze,Zpravodaj (Wintertuhr-Obstladen)
7425,Sloupek Pavla Řehoře /,"Řehoř, Pavel",kpwa5009,1989,"Hiršal, Josef;Utitz, Bedřich",česká literatura,recenze,Zpravodaj (Wintertuhr-Obstladen)
7426,Čtenářské imprese Přemysla Řeřichy /,Řeřicha,,1989,"Binar, Ivan;Tigrid, Pavel",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7427,Zbyněk Fišer a Egon Bondy /,"Kubešová, Blanka",jn99240000553,1989,"Bondy, Egon",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7428,Kníže češtiny /,"Strnad, Jaroslav",jn99240001138,1989,"Eisner, Pavel",literatura pro děti;osobnosti,medailony,Zpravodaj (Wintertuhr-Obstladen)
7429,Asanace /,"Strož, Daniel",jk01121506,1989,"Havel, Václav",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7430,Pětasedmdesátník /,M. S,,1989,"Hrabal, Bohumil",osobnosti,medailony,Zpravodaj (Wintertuhr-Obstladen)
7431,Pocta Hrabalovi /,"Chudožilov, Petr",jk01050390,1989,"Hrabal, Bohumil;Roth, Susanna",česká literatura;osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7432,Rozhovor britské rozhlasové stanice BBC s Petrem Chudožilovem 1989 /,"Chudožilov, Petr",jk01050390,1989,"Chudožilov, Petr",česká literatura;osobnosti,rozhovory,Zpravodaj (Wintertuhr-Obstladen)
7433,Rozhovor s autorem Zpravodaje... /,"Kraus, Ivan",jn19981001677,1989,"Kraus, Ivan",osobnosti,rozhovory,Zpravodaj (Wintertuhr-Obstladen)
7434,Literární videokazeta.,,,1989,"Kubešová, Blanka",osobnosti,referáty,Zpravodaj (Wintertuhr-Obstladen)
7435,Soukromá vzpoura /,"Kubešová, Blanka",jn99240000553,1989,"Landovský, Pavel",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7436,"""Prach, který se vznítí..."" /","Kubešová, Blanka",jn99240000553,1989,"Neveršilová, Olga",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7437,Obratníci rakoviny /,"Trinkewitz, Karel",jn19990008608,1989,"Pilař, Jan;Voskovec, Jiří;Werich, Jan",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7438,Výprava na zlatou rybičku /,"Kubešová, Blanka",jn99240000553,1989,"Procházková, Iva",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7439,"Schwarzenberg vzpomíná, Škutina vypravuje /",-vmk,,1989,"Škutina, Vladimír",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7440,Chyba broskví /,"Chudožilov, Petr",jk01050390,1989,"Skácel, Jan",literární teorie;osobnosti,glosy,Zpravodaj (Wintertuhr-Obstladen)
7441,Poraněný jetel /,"Chudožilov, Petr",jk01050390,1989,"Skácel, Jan",osobnosti,nekrology,Zpravodaj (Wintertuhr-Obstladen)
7442,Perlový závěs /,"Kubešová, Blanka",jn99240000553,1989,"Stočes, Ferdinand",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7443,Dětem v exilu /,"Kubešová, Blanka",jn99240000553,1989,"Strnad, Jaroslav",osobnosti,recenze,Zpravodaj (Wintertuhr-Obstladen)
7444,Španělské vesnice v Čechách /,"Hora, Václav",av20211121461,1989,"Serke, Jürgen;Kundera, Milan",,recenze,Zpravodaj (Wintertuhr-Obstladen)
7445,Němci a česká literatura /,"Filip, Ota",jk01031164,1989,"Čapek, Karel;Hašek, Jaroslav;Bezruč, Petr;Havel, Václav",dějiny české literatury;čeští spisovatelé,články,Zpravodaj (Wintertuhr-Obstladen)
7446,"Ťažko tomu veriť, ešte tažšej precitiť /","Mlynárik, Ján",jn19990210437,1989,"Tatarka, Dominik",slovenská literatura,nekrology,Zpravodaj (Wintertuhr-Obstladen)
7447,Několik osobních vzpomínek /,"Štolbová, Eva",jo20010084737,1989,"Tatarka, Dominik",slovenská literatura,nekrology,Zpravodaj (Wintertuhr-Obstladen)
7448,Sdružení zahajuje ediční činnost.,,,1953,"Čep, Jan",literatura pro děti,zprávy,Zpravodaj : sdružení čs. politických uprchlíků v Německu - Sdruženie čs. politických ubehlíkov v Německu
7449,Klub přátel československé knihy.,,,1953,"Němcová, Božena;Rais, Karel Václav;Jirásek, Alois;Neruda, Jan",dětská literatura,zprávy,Zpravodaj : sdružení čs. politických uprchlíků v Německu - Sdruženie čs. politických ubehlíkov v Německu
7450,Poznámka /,"Kvetko, Martin",mzk2002102298,1953,"Dyk, Viktor",osobnosti,poznámky,Zpravodaj : sdružení čs. politických uprchlíků v Německu - Sdruženie čs. politických ubehlíkov v Německu
7451,Edice Lucernička a Kovtunovi Blahoslavení /,Podivínský,kpwa5015,1953,"Kovtun, Jiří",osobnosti,recenze,Zpravodaj : sdružení čs. politických uprchlíků v Německu - Sdruženie čs. politických ubehlíkov v Německu
7452,Pohádky Hany Šklíbové /,Podivínský,kpwa5015,1953,"Erben, Karel Jaromír;Němcová, Božena;Šklíbová, Hana",osobnosti,recenze,Zpravodaj : sdružení čs. politických uprchlíků v Německu - Sdruženie čs. politických ubehlíkov v Německu
7453,Dobrodružství jedné knížky /,"Měšťan, Jaromír",jk01081348,1954,"Odložilík, Otakar;Dyk, Viktor",literatura pro děti,fejetony,Zpravodaj : sdružení čs. politických uprchlíků v Německu - Sdruženie čs. politických ubehlíkov v Německu
7454,Nové knížky v exilu /,Podivínský,kpwa5015,1954,"Den, Petr;Baby, J. K.",osobnosti,recenze,Zpravodaj : sdružení čs. politických uprchlíků v Německu - Sdruženie čs. politických ubehlíkov v Německu
7455,Z kohoutí perspektivy /,"Kohout, Jára",jk01061124,1954,"Kohout, Jára",osobnosti,fejetony,Zpravodaj : sdružení čs. politických uprchlíků v Německu - Sdruženie čs. politických ubehlíkov v Německu
7456,Malá noční hudba /,X,,1954,"Měšťan, Jaromír",osobnosti,poznámky,Zpravodaj : sdružení čs. politických uprchlíků v Německu - Sdruženie čs. politických ubehlíkov v Německu
7457,Kruh přátel československé knihy v Chicagu.,,,1954,Slíva,osobnosti,zprávy,Zpravodaj : sdružení čs. politických uprchlíků v Německu - Sdruženie čs. politických ubehlíkov v Německu
7458,Projev ve Stockholmu :,"Miłosz, Czesław",jn19990005739,1982,,literární druhy;literatura;německá literatura,eseje,150 000 slov (Kolín nad Rýnem)
7459,"Jako dědic, a jako autor... /","Mucha, Jiří",jk01082373,1982,"Mucha, Jiří;Mucha, Alfons",osobnosti,rozhovory,150 000 slov (Kolín nad Rýnem)
7460,Rozhovor s Friedrichem Dürrenmattem /,"Dürrenmatt, Friedrich",jn19990001942,1982,"Dürrenmatt, Friedrich",maďarská literatura,rozhovory,150 000 slov (Kolín nad Rýnem)
7461,Pro jednou se projev sympatií... /,Sucher,,1983,"Havel, Václav;Beckett, Samuel",bulharská literatura;osobnosti,poznámky,150 000 slov (Kolín nad Rýnem)
7462,Rozloučení s Romanem Jakobsonem /,"Hymes, Dell H.",xx0233181,1983,"Jakobson, Roman",osobnosti,poezie,150 000 slov (Kolín nad Rýnem)
7463,Biografie básníka. - Poezie a mýtus /,"Jakobson, Roman",jk01050675,1983,"Jakobson, Roman",osobnosti,rozhovory;úvahy,150 000 slov (Kolín nad Rýnem)
7464,Co dělali od roku 1948 do roku 1968? /,"Filip, Ota",jk01031164,1984,"Černý, Václav",česká literatura;literatura,úvahy,150 000 slov (Kolín nad Rýnem)
7465,Svoboda tisku /,"Orwell, George",jn19981001921,1984,,bulharská literatura;literatura,eseje,150 000 slov (Kolín nad Rýnem)
7466,Literatura a totalitarismus /,"Orwell, George",jn19981001921,1984,,literární teorie;politika,úvahy,150 000 slov (Kolín nad Rýnem)
7467,Švejk v SSSR po roce 1953 /,Drews,,1984,"Hašek, Jaroslav;Bogatyrev, Petr Grigor'jevič",ruská literatura;osobnosti,recenze,150 000 slov (Kolín nad Rýnem)
7468,Václav Havel a mlčení :,Odensten,,1984,"Havel, Václav",slovenská literatura;osobnosti,poezie,150 000 slov (Kolín nad Rýnem)
7469,Pražská zima /,"Škvorecký, Josef",jk01130413,1984,"Kussi, Peter;Liehm, Antonín",česká literatura;bulharská literatura,úvahy,150 000 slov (Kolín nad Rýnem)
7470,1984 :,"Fromm, Erich",jn19990002463,1984,"Orwell, George",bulharská literatura,doslovy,150 000 slov (Kolín nad Rýnem)
7471,Záhady moci :,Howe,,1984,"Orwell, George",bulharská literatura,studie,150 000 slov (Kolín nad Rýnem)
7472,Odvaha k odporu :,"Böll, Heinrich",jn19990000996,1984,"Gruša, Jiří;Riese, Hans-Peter",maďarská literatura,recenze,150 000 slov (Kolín nad Rýnem)
7473,Dopisy /,"Hrabal, Bohumil",jk01042564,1984,"Gruša, Jiří;Riese, Hans-Peter",česká literatura;maďarská literatura,polemiky,150 000 slov (Kolín nad Rýnem)
7474,Nostalgie zóny /,"Heller, Michel",jn19990002608,1984,"Zinov'jev, Aleksandr Aleksandrovič",ruská literatura,studie,150 000 slov (Kolín nad Rýnem)
7475,Rozhovor s Alexandrem Zinověvem /,"Zinov'jev, Aleksandr Aleksandrovič",jn19990210666,1984,"Zinov'jev, Aleksandr Aleksandrovič",ruská literatura,rozhovory,150 000 slov (Kolín nad Rýnem)
7476,Zdvořilost vůči Bohu /,"Böll, Heinrich",jn19990000996,1985,"Bruss;Gruša, Jiří;Havel, Václav",literatura;maďarská literatura,recenze,150 000 slov (Kolín nad Rýnem)
7477,Únos Západu /,"Kundera, Milan",jk01070894,1985,,literatura,eseje,150 000 slov (Kolín nad Rýnem)
7478,Fantóm střední Evropy /,"Bondy, François",mzk2003216603,1985,,literatura,eseje,150 000 slov (Kolín nad Rýnem)
7479,O ruské kultuře /,"Nivat, Georges",xx0157682,1985,,literatura;ruská literatura,eseje,150 000 slov (Kolín nad Rýnem)
7480,Nadnárodní divadlo světa /,"Magris, Claudio",jn20000401705,1985,,literatura,eseje,150 000 slov (Kolín nad Rýnem)
7481,Co jsou Češi? :,"Patočka, Jan",jk01091914,1985,,dějiny české literatury;literatura,studie,150 000 slov (Kolín nad Rýnem)
7482,Jaroslav Seifert /,"Odojewski, Włodzimierz",jn20000604242,1985,"Seifert, Jaroslav",osobnosti,medailony,150 000 slov (Kolín nad Rýnem)
7483,Básník a moc /,"Vladislav, Jan",jk01150006,1985,"Seifert, Jaroslav",osobnosti,studie,150 000 slov (Kolín nad Rýnem)
7484,Krvavá svatba /,Guerin,,1985,"Camus, Albert",finská literatura,úvahy,150 000 slov (Kolín nad Rýnem)
7485,Upřímný vypravěč /,"Görtz, Franz Josef",mzk2011657060,1985,"Böll, Heinrich",maďarská literatura,medailony,150 000 slov (Kolín nad Rýnem)
7486,"Heinrich Böll (1917-1985) - básník, blouznivec, kazatel /","Reich-Ranicki, Marcel",jn19990006907,1985,"Böll, Heinrich",maďarská literatura,nekrology,150 000 slov (Kolín nad Rýnem)
7487,Básník a řezník /,"Garton Ash, Timothy",jn19990002564,1985,"Brecht, Bertolt",maďarská literatura,studie,150 000 slov (Kolín nad Rýnem)
7488,Existuje střední Evropa? /,"Garton Ash, Timothy",jn19990002564,1986,"Havel, Václav",literatura,eseje,150 000 slov (Kolín nad Rýnem)
7489,Exproféti a prodavači slov /,"Gruša, Jiří",jk01032800,1986,,česká literatura;literatura,úvahy,150 000 slov (Kolín nad Rýnem)
7490,Český ironický humanismus a východoevropská provinčnost /,Halvorsen,,1986,"Havel, Václav",osobnosti,studie,150 000 slov (Kolín nad Rýnem)
7491,Strukturalistický dialog :,"Chvatík, Květoslav",jk01050435,1986,"Chvatík, Květoslav",literární teorie;osobnosti;strukturalismus,rozhovory,150 000 slov (Kolín nad Rýnem)
7492,S Güntrem Grassem o krysách a lidech /,"Grass, Günter",jn19990002840,1986,"Grass, Günter",maďarská literatura,rozhovory,150 000 slov (Kolín nad Rýnem)
7493,"Spisovatel v SSSR, spisovatel v exilu a literární Amerika /","Aksenov, Vasilij Pavlovič",jn19990210024,1986,,exil;ruská literatura,úvahy,150 000 slov (Kolín nad Rýnem)
7494,O pravdě :,,,1987,"Havel, Václav",literatura,úvahy,150 000 slov (Kolín nad Rýnem)
7495,Přednáška ve Stockholmu /,Simon,,1987,,literární druhy;finská literatura;literatura,úvahy,150 000 slov (Kolín nad Rýnem)
7496,Hlasy z města v zajetí /,Carlisle,,1987,"Hrabal, Bohumil;Klíma, Ivan;Škvorecký, Josef;Andrejev",česká literatura;bulharská literatura,komentáře,150 000 slov (Kolín nad Rýnem)
7497,Společenská kritika v české literatuře 70. a 80. let /,"Pynsent, Robert B.",jn19992000918,1987,,česká literatura,studie,150 000 slov (Kolín nad Rýnem)
7498,Zamlčený ve své vlasti :,,,1987,"Durych, Jaroslav",osobnosti,medailony,150 000 slov (Kolín nad Rýnem)
7499,Tučná výslužka z Holandska /,Doležal,,1987,"Havel, Václav",literární druhy;osobnosti,komentáře,150 000 slov (Kolín nad Rýnem)
7500,Vyhrabali...,,,1987,"Hrabal, Bohumil",osobnosti,poznámky,150 000 slov (Kolín nad Rýnem)
7501,Meze Milana Kundery /,"Roth, Susanna",jn20020118005,1987,"Kundera, Milan",osobnosti,studie,150 000 slov (Kolín nad Rýnem)
7502,Ztráty překladu /,"Szirtes, George",xx0002449,1987,"Seifert, Jaroslav;Osers, Ewald",bulharská literatura;osobnosti,recenze,150 000 slov (Kolín nad Rýnem)
7503,Ruská literatura v minulém roce /,"Ètkind, Jefim Grigor'jevič",jn20000601515,1987,,ruská literatura,studie,150 000 slov (Kolín nad Rýnem)
7504,Sovětský politický román 80.let /,"Heller, Michel",jn19990002608,1987,,ruská literatura,studie,150 000 slov (Kolín nad Rýnem)
7505,Přednáška ve Stockholmu /,"Brodskij, Iosif Aleksandrovič",jn19990001110,1988,,literární druhy;literatura,eseje,150 000 slov (Kolín nad Rýnem)
7506,Střední Evropa - skutečnost a mýtus jednoho slova /,"Magris, Claudio",jn20000401705,1988,,literatura,eseje,150 000 slov (Kolín nad Rýnem)
7507,O naší Evropě /,"Miłosz, Czesław",jn19990005739,1988,,literatura,eseje,150 000 slov (Kolín nad Rýnem)
7508,"Nesedím na všech židlích, stojím mezi nimi /","Kohout, Pavel",jk01061137,1988,"Kohout, Pavel",osobnosti,rozhovory,150 000 slov (Kolín nad Rýnem)
7509,Staré účty /,"Dalos, György",jn19990001605,1988,,cenzura;lužickosrbská literatura,studie,150 000 slov (Kolín nad Rýnem)
7510,V Praze zemřela Evropa /,"Serke, Jürgen",jn20020122007,1988,"Serke, Jürgen",dějiny české literatury;německá literatura;pražská německá literatura,studie,150 000 slov (Kolín nad Rýnem)
7511,Působení literatury :,"Hein, Christoph",jn19990003324,1988,,maďarská literatura,studie,150 000 slov (Kolín nad Rýnem)
7512,Břemeno péče /,Heldt,,1988,,ruská literatura,úvahy,150 000 slov (Kolín nad Rýnem)
7513,Od pokání k činům /,"Lichačev, Dmitrij Sergejevič",jn19990210381,1988,,ruská literatura,rozhovory,150 000 slov (Kolín nad Rýnem)
7514,Národy nemohou žít v křivdě /,"Hanzelka, Jiří",jk01033530,1989,"Hanzelka, Jiří;Zikmund, Miroslav",osobnosti,rozhovory,150 000 slov (Kolín nad Rýnem)
7515,Normální člověk Václav Havel /,Konrad,,1989,"Havel, Václav",osobnosti,medailony,150 000 slov (Kolín nad Rýnem)
7516,Rány na duši :,"Klíma, Ivan",jk01060513,1989,"Klíma, Ivan",osobnosti,rozhovory,150 000 slov (Kolín nad Rýnem)
7517,Koestlerova verze - Kniha a život /,Zlobinová,,1989,"Koestler, Arthur",bulharská literatura;ruská literatura,poznámky,150 000 slov (Kolín nad Rýnem)
7518,Morálka a právo /,"Vaksberg, Arkadij Iosifovič",jn20010601638,1989,"Babel‘, Isaak Èmmanuilovič;Kol‘cov, Michail Jefimovič;Mejerchol‘d, Vsevolod Èmil‘jevič",ruská literatura,studie,150 000 slov (Kolín nad Rýnem)
7519,"Začínáme ""Souostrovím"" - to je vůle autora /","Zalygin, Sergej Pavlovič",js20020925199,1989,"Solženicyn, Aleksandr Isajevič",ruská literatura,rozhovory,150 000 slov (Kolín nad Rýnem)
7520,About Theatre :,,,1989,"Goetz-Stankiewicz, Marketa;Havel, Václav;Radok, Alfréd;Machonin, Sergej;Uhde, Milan;Pavlíček, František;Topol, Josef;Vrbová",divadlo,stati,
7521,Requiem /,"Achmatova, Anna Andrejevna",jn19981000010,1964,,,ruská poezie,
7522,Adresát Vladimír Vokolek :,,,1984,"Vokolek, Vladimír;Zahradníček, Jan;Hrubín, František",česká literatura,korespondence,
7523,Mlhavé dny /,Aeschbacherová,,1981,,,česká poezie,
7524,Světec Don Bosko /,"Alberti, P.",jo2012694653,1977,"Dokoupil, Antonín",salesiáni;světci,biografie,
7525,Nostalgie lyrická a cynická aneb jak dorůstající chlapec viděl život v Praze v letech před první světovou válkou. - :,Alcantara,jn19990004615,1983,"Bezruč, Petr;Jablonský, Boleslav;Sova, Antonín;Čelakovský, František Ladislav;Březina, Otokar;Mach, Josef;Alcantara;Winn, Joseph A.",,parodie;fejetony,
7526,Cizinec mezi námi a jiné humoresky /,Alfa,xx0169169,1956,"Vlach, Robert",,české prózy,
7527,Der Mann von Mond /,Alfa,xx0169169,1957,"Vlach, Robert",,české povídky,
7528,Mrtví chodí po světě :,Alfa,xx0169169,1958,"Vlach, Robert",,české povídky,
7529,Můj detektivní román a jiné humoresky /,Alfa,xx0169169,1958,"Vlach, Robert",,české romány;humoresky,
7530,Zvolil jsem exil /,Alfa,xx0169169,1954,"Vlach, Robert",,fejetony,
7531,Almanach české zahraniční poezie 1979 :,,,1979,"Andryszák, Aleš;Beranová, Jana;Čerepková, Vladimíra;Diviš, Ivan;Fuchsová, Jiřina;Hokův, Václav;Javor, Pavel;Kováříček;Fuchsová, Jiřina;Kratochvil;Kryl, Karel;Kučera;Lederer, Josef;Listopad, František;Machulková, Inka;Malendová, Jarmila;Morava, Jiří;Opasek, Anastáz;Pospíšil, Jiří;Pražáková, Olga;Preisner, Rio;Racek, Michal;Rutar, Zdeněk;Ryba, Jan;Sacher, Petr;Shilling, Jaroslav;Strož, Daniel;Škvorecký, Josef;Štorch, Otakar;Štorch, Roman;Tománek, Josef Václav;Valeská, Olga;Vlach, Robert",,česká poezie;almanachy,
7532,Alšův kalendář 1976 /,,,1975,,,česká poezie,
7533,Udrží se Sovětský svaz do roku 1984? /,"Amal'rik, Andrej Aleksejevič",jn19990000147,1971,,,úvahy,
7534,Amerika Masarykovi 1850-1955 :,,,1955,,,stati;projevy;sborníky,
7535,Cestou teroru /,"Andics, Hellmut",jx20051202001,1976,,,literatura faktu,
7536,Dvě balady /,"Andryszák, Aleš",jk01010309,1978,,,česká poezie,
7537,Kobka /,"Andryszák, Aleš",jk01010309,1983,,,česká poezie;medailony,
7538,Anekdoty za pendrek :,,,1979,,,anekdoty;kreslené vtipy,
7539,Návrat /,Antl,,1986,,,česká poezie,
7540,Antonín Švehla: 100 let :,,,1973,"Švehla, Antonín",,sborníky;dokumenty,
7541,Lilie :,Eysteinn Ásgrímsson,xx0026475,1961,,,islandská poezie;studie,
7542,Vojska generála Vlasova v Čechách :,"Auský, Stanislav A.",jn19981000165,1980,,vojáci;ozbrojené síly,studie;předmluvy;bibliografie,
7543,Jan Cimbura /,"Baar, Jindřich Šimon",jk01010468,1953,,,české romány,
7544,Útěky :,"Baarová, Lída",jn19990201010,1983,,herečky,biografie,
7545,Clay-Eva volá Londýn :,Bartoš,,1977,,protifašistický odboj;zahraniční odboj;druhá světová válka (1939-1945),literatura faktu,
7546,Praha rozkoše zahrada :,"Bartys, Matěj",jk01011021,1979,,starší česká literatura;osobnosti,kázání;reprinty,
