,title,author,author code,year,figures,description,genre,magazine
1168,Básníkova smrt a loupež /,"Fleischmann, Ivo",jk01031409,1976,"Halas, František;Novomeský, Ladislav",rumunská literatura;osobnosti,komentáře,Listy (Řím)
1169,Fakta o představení Žebrácké opery /,"Havel, Václav",jk01040240,1976,"Havel, Václav",divadelní hry;divadelní inscenace;negativní kampaň;politická perzekuce,komentáře,Listy (Řím)
1170,Horní Počernice - všecko vystoupit! /,K,,1976,"Havel, Václav",osobnosti,referáty,Listy (Řím)
1171,Hrabalovy Postřižiny /,"Filip, Ota",jk01031164,1976,"Hrabal, Bohumil",osobnosti,studie,Listy (Řím)
1172,Roman Jakobson osmdesátiletý /,Liehm,jk01072094,1976,"Jakobson, Roman",osobnosti,medailony;rozhovory,Listy (Řím)
1173,Za Erikem Kolárem /,"Kryštofek, Oldřich",jk01063644,1976,"Kolár, Erik",osobnosti,nekrology,Listy (Řím)
1174,"Pavel Reiman, :",,,1976,"Reiman, Pavel",maďarská literatura;osobnosti,zprávy,Listy (Řím)
1175,Umění a moudrost Jaroslava Seiferta.,,,1976,"Seifert, Jaroslav",osobnosti,referáty,Listy (Řím)
1176,Ludvík Vaculík oslavil 23.července 1976 :,,,1976,"Vaculík, Ludvík",osobnosti,zprávy,Listy (Řím)
1177,Dopis z Paříže /,"Fleischmann, Ivo",jk01031409,1976,"Šotola, Jiří;Kundera, Milan",finská literatura,referáty,Listy (Řím)
1178,Dva dny s Viktorem Někrasovem /,"Nekrasov, Viktor",xx0003177,1976,"Nekrasov, Viktor",ruská literatura,rozhovory,Listy (Řím)
1179,Jak aplikovat západní techniku /,"Škvorecký, Josef",jk01130413,1976,"Kot, Jozef",rumunská literatura,recenze,Listy (Řím)
1180,"Jaro, které nikdy nekončí... :","Prečan, Vilém",jk01101002,1977,"Pelikán, Jiří",literatura,recenze,Listy (Řím)
1181,Korunní svědek /,"Böll, Heinrich",jn19990000996,1977,"Pelikán, Jiří",literatura,recenze,Listy (Řím)
1182,Z Betlémské 1 /,"Schulz, Milan",jk01111167,1977,,literární časopisy,glosy,Listy (Řím)
1183,Místo vzpomínek /,"Goldstücker, Eduard",jk01032520,1977,,literární druhy;česká literatura,glosy,Listy (Řím)
1184,Po deseti letech /,Liehm,jk01072094,1977,,literární druhy;česká literatura,paměti,Listy (Řím)
1185,Charta 77 - Dokument č.12.,,,1977,,česká literatura,dokumenty,Listy (Řím)
1186,Šest knížek /,Liehm,jk01072094,1977,"Černý, Václav;Klánský, Mojmír;Mandlová, Adina;Michal, Karel;Peroutka, Ferdinand",česká literatura,recenze,Listy (Řím)
1187,Můj přítel Ladislav Fuks :,"Kantůrková, Eva",jk01052883,1977,"Fuks, Ladislav",osobnosti,fejetony,Listy (Řím)
1188,Katalánský syndrom nebo zrada slov /,"Škvorecký, Josef",jk01130413,1977,"Hájek;Černý, Václav",osobnosti,recenze,Listy (Řím)
1189,"Milan Kundera, český spisovatel /",Liehm,jk01072094,1977,"Kundera, Milan",česká próza;interpretace a přijetí literárního díla,studie,Listy (Řím)
1190,Páralovo permanentní posvícení /,"Škvorecký, Josef",jk01130413,1977,"Páral, Vladimír",osobnosti,analýzy,Listy (Řím)
1191,Jan Patočka /,"Hájek, Jiří",jk01033052,1977,"Patočka, Jan",osobnosti,nekrology,Listy (Řím)
1192,Za Pavlem Reimanem,,,1977,"Reiman, Pavel",osobnosti,nekrology,Listy (Řím)
1193,Do hlubin podlosti.,,,1977,"Řezáč, Tomáš",osobnosti,medailony,Listy (Řím)
1194,Cena E.Hostovského 77.,,,1977,"Salivarová, Zdena",literární druhy;osobnosti,zprávy,Listy (Řím)
1195,Jak jsem narazil na Ludvíka Vaculíka :,"Mlynář, Zdeněk",jk01081920,1977,"Vaculík, Ludvík",osobnosti,medailony,Listy (Řím)
1196,Oznámení Ludvíka Vaculíka /,"Vaculík, Ludvík",jk01141068,1977,"Vaculík, Ludvík",perzekuce;domovní prohlídky;policejní vyšetřování,dopisy,Listy (Řím)
1197,"Ne gesto, nýbrž čin :","Verner, Pavel",jk01142075,1977,"Kunze, Reiner",maďarská literatura,recenze,Listy (Řím)
1198,Zející výšky /,"Janouch, František",jk01051030,1977,"Zinov'jev, Aleksandr Aleksandrovič",ruská literatura,recenze,Listy (Řím)
1199,Vystoupení Hany Ponické /,"Ponická, Hana",jn19990209681,1977,,rumunská literatura,prohlášení,Listy (Řím)
1200,Naše kultura ve světě :,,,1978,"Havel, Václav",literární druhy;česká literatura;literární teorie;německá literatura;ruská literatura;samizdat,studie,Listy (Řím)
1201,"Ne recenze, spíš chvála výměnou názorů :","Škvorecký, Josef",jk01130413,1978,,exilový tisk,recenze,Listy (Řím)
1202,Cena Egona Hostovského za rok 1977.,,,1978,"Vaculík, Ludvík",literární druhy;česká literatura,zprávy,Listy (Řím)
1203,Světélka v temných letech /,"Goldstücker, Eduard",jk01032520,1978,,literatura pro děti;česká literatura,poznámky,Listy (Řím)
1204,Otevřený dopis českých spisovatelů,,,1978,,česká literatura,dokumenty,Listy (Řím)
1205,Václav Havel na sjezdu Penklubu /,"Havel, Václav",jk01040240,1978,,literární druhy;česká literatura,dokumenty,Listy (Řím)
1206,Nový typ socialistického realismu z Prahy /,Spectato,,1978,"Müller, Otto;Hladký, Miroslav;Bittman, Ladislav",česká literatura,poznámky,Listy (Řím)
1207,Případ Jiří Gruša /,"Goldstücker, Eduard",jk01032520,1978,"Gruša, Jiří;Havel, Václav;Sidon, Karol;Vaculík, Ludvík;Rybák, Josef",česká literatura;osobnosti,medailony,Listy (Řím)
1208,Grušův Dotazník /,"Hutka, Jaroslav",jk01043349,1978,"Gruša, Jiří",osobnosti,fejetony,Listy (Řím)
1209,Charta 77 a vývoj v roce 1978 :,"Havel, Václav",jk01040240,1978,"Havel, Václav",osobnosti,rozhovory,Listy (Řím)
1210,Ivan Jirous opět ve vazbě.,,,1978,"Jirous, Ivan Martin",osobnosti,dokumenty,Listy (Řím)
1211,Obrana přítele /,"Ruml, Jiří",jk01103056,1978,"Lederer, Jiří",osobnosti,medailony,Listy (Řím)
1212,Ferdinand Peroutka /,Liehm,jk01072094,1978,"Peroutka, Ferdinand",osobnosti,nekrology,Listy (Řím)
1213,Jiří Šotola na rožni cenzury.,,,1978,"Šotola, Jiří",osobnosti,poznámky,Listy (Řím)
1214,"Tom Stoppard, Nevyhnutelný faul /",Liehm,jk01072094,1978,"Stoppard, Tom;Blackwell, Vera",bulharská literatura,poznámky,Listy (Řím)
1215,Angelo Maria Ripellino /,B,,1978,"Ripellino, Angelo Maria",japonská literatura,nekrology,Listy (Řím)
1216,Nový útok na Hanu Ponickou.,,,1978,"Ponická, Hana;Povážský;Vaculík, Ludvík",rumunská literatura,glosy,Listy (Řím)
1217,Na okraj Prečanovy edice samizdatu /,"Tesař, Jan",jk01132259,1979,"Prečan, Vilém",literatura,recenze,Listy (Řím)
1218,Nové knihy o Československu 1968-78 /,"Hejzlar, Zdeněk",jk01040619,1979,"Prečan, Vilém",literatura,recenze,Listy (Řím)
1219,Knihy - neknihy /,"Šimečka, Milan",jk01123018,1979,,literatura pro děti;literární teorie;samizdat,fejetony,Listy (Řím)
1220,Poezie evropského osudu /,"Hořec, Jaromír",jk01042314,1979,"Mácha, Karel Hynek;Halas, František;Orten, Jiří;Seifert, Jaroslav",pseudonym;dějiny české literatury,eseje,Listy (Řím)
1221,Zpráva o české literární vědě,,,1979,,česká literatura,glosy,Listy (Řím)
1222,Buňa /,Liehm,jk01072094,1979,"Budín, Stanislav",osobnosti,nekrology,Listy (Řím)
1223,Cena Egona Hostovského.,,,1979,"Gruša, Jiří",literární druhy;osobnosti,zprávy,Listy (Řím)
1224,"""Případ"" Kohout",,,1979,"Kohout, Pavel",osobnosti,dokumenty,Listy (Řím)
1225,Arnošt Kolman /,"Janouch, František",jk01051030,1979,"Kolman, Arnošt",osobnosti,nekrology,Listy (Řím)
1226,Fejeton trpký /,"Kantůrková, Eva",jk01052883,1979,"Mácha, Karel Hynek",samizdat;literatura pro děti;osobnosti,fejetony,Listy (Řím)
1227,Nové básně Inky Machulkové /,"Kubes, Milan",jn20010601225,1979,"Machulková, Inka",osobnosti,recenze,Listy (Řím)
1228,Román bojiště /,"Škvorecký, Josef",jk01130413,1979,"Páral, Vladimír",osobnosti,recenze,Listy (Řím)
1229,Prezidentův vězeň na pokračování /,"Nešvera, Karel",jk01083263,1979,"Škutina, Vladimír",memoárová literatura,recenze,Listy (Řím)
1230,Magie Škvoreckého a Ripellinova /,Liehm,jk01072094,1979,"Škvorecký, Josef;Ripellino, Angelo Maria",japonská literatura;osobnosti,recenze,Listy (Řím)
1231,Které je to slovo? :,"Kantůrková, Eva",jk01052883,1979,"Trefulka, Jan",osobnosti,fejetony,Listy (Řím)
1232,Polská cenzura a samizdat /,"Kott, Jan",js20020408019,1979,,cenzura;samizdat;literatura pro děti;německá literatura,studie,Listy (Řím)
1233,"Solženicynova kritika západního světa, její zdroje a hranice /","Dobrovský, Luboš",jn20000400479,1979,"Solženicyn, Aleksandr Isajevič",ruská literatura,referáty,Listy (Řím)
1234,Candide musí být zničen /,"Kundera, Milan",jk01070894,1980,"Havel, Václav",česká literatura;literatura,eseje,Listy (Řím)
1235,Osud kultury je osudem národa :,"Kundera, Milan",jk01070894,1980,,literatura,eseje,Listy (Řím)
1236,Služba poezii /,"Kubes, Milan",jn20010601225,1980,,literatura pro děti,referáty,Listy (Řím)
1237,"LN, LL, L /",Liehm,jk01072094,1980,,literární časopisy,poznámky,Listy (Řím)
1238,Listy do let osmdesátých /,"Mlynář, Zdeněk",jk01081920,1980,,exilový tisk,medailony,Listy (Řím)
1239,Co pro nás doma znamenají Listy :,"Šiklová, Jiřina",jk01122892,1980,,exilový tisk,poznámky,Listy (Řím)
1240,Acta Creationis.,,,1980,"Prečan, Vilém",historiografie;cenzura;literatura,poznámky,Listy (Řím)
1241,Rozhovor s Milanem Kunderou /,"Kundera, Milan",jk01070894,1980,"Kundera, Milan",česká literatura,rozhovory,Listy (Řím)
1242,České rozhovory Jiřího Lederera /,"Verner, Pavel",jk01142075,1980,"Lederer, Jiří",česká literatura,recenze,Listy (Řím)
1243,Osudy české poezie /,Pragensi,,1980,,česká literatura,recenze,Listy (Řím)
1244,Dvě cesty lži aneb Prodaná nevěsta opět v televizi /,"Pinc, Zdeněk",jn20001227276,1980,"Dietl, Jaroslav;Otčenášek, Jan;Daněk, Oldřich",televize;česká literatura,recenze,Listy (Řím)
1245,Na brigádě /,Čeněk Podlipsk,,1980,"Šotola, Jiří;Brousek, Antonín;Škvorecký, Josef",česká literatura,recenze,Listy (Řím)
1246,Třikrát o stranickosti /,Literá,,1980,"Kliment, Jan;Konečný, Dušan;Sýs, Karel",realismus socialistický;česká literatura,polemiky,Listy (Řím)
1247,Obraz sedmdesátých let /,Zeman,,1980,"Pavelka, Jiří",česká literatura,recenze,Listy (Řím)
1248,"Waterloo, Podhrázký a spol /","Binar, Ivan",jk01012120,1980,"Binar, Ivan;Podhrázký, Petr;Frais, Josef",osobnosti,paměti,Listy (Řím)
1249,Mírně řečeno: o nepřesnosti /,Hron,,1980,"Blatný, Ivan;Brousek, Antonín",osobnosti,recenze,Listy (Řím)
1250,Chci psát jen o krásných věcech :,"Kantůrková, Eva",jk01052883,1980,"Černý, Václav",osobnosti,fejetony,Listy (Řím)
1251,Rozhovor s Václavem Černým /,"Černý, Václav",jk01021636,1980,"Černý, Václav",osobnosti,rozhovory,Listy (Řím)
1252,Nejhorší trest /,Literá,,1980,"Florian, Miroslav",osobnosti,glosy,Listy (Řím)
1253,Soud nad šesti.,,,1980,"Havel, Václav;Uhl, Petr;Benda, Václav;Dienstbier, Jiří;Bednářová, Otta;Němcová, Dana",osobnosti,dokumenty,Listy (Řím)
1254,Pohřeb.,,,1980,"Holan, Vladimír;Závada, Vilém;Seifert, Jaroslav",osobnosti,zprávy,Listy (Řím)
1255,Úděl básníka /,B. N,,1980,"Holan, Vladimír",osobnosti,nekrology,Listy (Řím)
1256,Hrabalův osud /,K. H,,1980,"Hrabal, Bohumil",osobnosti,medailony,Listy (Řím)
1257,Prohlášení spoluobčanů.,,,1980,"Brabenec, Vratislav;Gruša, Jiří;Havel, Václav;Hejda, Zbyněk;Janský, Pavel;Jirousová, Věra;Kabeš, Petr;Kantůrková, Eva;Klíma, Ivan;Kliment, Alexandr;Kohout, Pavel;Kořán, Jaroslav;Kriseová, Eda;Lopatka, Jan;Pavlíček, František;Pecka, Karel;Sidon, Karol;Stankovič, Andrej;Trefulka, Jan;Třešňák, Vlastimil;Uhde, Milan;Urbánek, Zdeněk;Vaculík, Ludvík;Vladislav, Jan",osobnosti,prohlášení,Listy (Řím)
1258,Právo konat soud a spravedlnost /,"Rejchrt, Miloš",jn19990216153,1980,"Kohout, Pavel;Morava, Jiří",osobnosti,polemiky,Listy (Řím)
1259,Cena Egona Hostovského.,,,1980,"Kriseová, Eda",literární druhy;osobnosti,zprávy,Listy (Řím)
1260,"O Praze, totiž v srdci Paříže /","Fernandez, Dominique",xx0011630,1980,"Kundera, Milan",osobnosti,recenze,Listy (Řím)
1261,"Jiří Němec, kněz bez kolárku /",M,,1980,"Němec, Jiří",osobnosti,medailony,Listy (Řím)
1262,Vojenská knížka vojína Viléma Sachera /,"Vaculík, Ludvík",jk01141068,1980,"Sacher, Vilém",osobnosti,předmluvy,Listy (Řím)
1263,O občianskej statočnosti :,"Kusý, Miroslav",jn19990009905,1980,"Šimečka, Milan",osobnosti,eseje,Listy (Řím)
1264,Laureát Josef Škvorecký.,,,1980,"Škvorecký, Josef",literární žánry;osobnosti,zprávy,Listy (Řím)
1265,"""Próza o jazzu hledá svého dr. Fausta."".",,,1980,"Škvorecký, Josef",bulharská literatura;osobnosti,referáty,Listy (Řím)
1266,O denunciantství v poezii /,Literá,,1980,"Taufer, Jiří",osobnosti,recenze,Listy (Řím)
1267,O Luculíkovi :,"Kohout, Pavel",jk01061137,1980,"Vaculík, Ludvík",osobnosti,fejetony;medailony,Listy (Řím)
1268,Korespondence Vaculík - Wästberg,,,1980,"Vaculík, Ludvík;Wästberg, Per",česká literatura;osobnosti,korespondence,Listy (Řím)
1269,"""Tak už jsem tady s tím vápnem, pane Werichu!"" /","Škutina, Vladimír",jk01130395,1980,"Werich, Jan",osobnosti,nekrology,Listy (Řím)
1270,Jean-Paul Sartre,,,1980,"Sartre, Jean-Paul",finská literatura,nekrology,Listy (Řím)
1271,S Tadeuszem Konwickim /,"Konwicki, Tadeusz",jn19990004531,1980,"Konwicki, Tadeusz",německá literatura,rozhovory,Listy (Řím)
1272,Jakou cenu zaslouží Rudé právo? /,S. L,,1980,"Miłosz, Czesław",literární druhy;německá literatura,glosy,Listy (Řím)
1273,Také Kravčenko je rehabilitován /,R. R,,1980,"Kravčenko, Viktor Andrejevič",ruská literatura,glosy,Listy (Řím)
1274,"""Nic k smíchu"" Jána L.Kaliny /","Hejzlar, Zdeněk",jk01040619,1980,"Kalina, Ján Ladislav",rumunská literatura,recenze,Listy (Řím)
1275,Česká kultura v životě společnosti :,"Rotrekl, Zdeněk",jk01102796,1981,,literatura,eseje,Listy (Řím)
1276,Domov a svět /,Liehm,jk01072094,1981,,literární druhy;česká literatura;literatura,studie,Listy (Řím)
1277,Zpráva o slavnosti a hostech /,Liehm,jk01072094,1981,,literární druhy;česká literatura,referáty,Listy (Řím)
1278,Můj fejeton /,"Lustig, Arnošt",jk01072683,1981,,literární druhy;česká literatura,fejetony,Listy (Řím)
1279,Doma ve Filadelfii /,"Škvorecký, Josef",jk01130413,1981,,literární druhy;česká literatura,fejetony,Listy (Řím)
1280,České nakladatelství v exilu /,"Müller, Adolf",jo2002105637,1981,,literatura pro děti,rozhovory,Listy (Řím)
1281,Kus práce :,"Schulz, Milan",jk01111167,1981,"Tigrid, Pavel",exilový tisk,recenze,Listy (Řím)
1282,O jedné knize /,"Hermach, Jiří",jk01040835,1981,"Kantůrková, Eva;Havlová, Olga;Bělíková, Jarmila;Sekaninová-Čakrtová, Gertruda;Kubišová, Marta;Němcová, Dana;Šilhánová, Libuše;Lederer, Elżbieta;Šabatová, Anna;Hrábková, Jiřina;Jirousová, Věra;Křížková, Marie Rút;Tominová, Zdena",česká literatura,recenze,Listy (Řím)
1283,Sázka české literatury /,"Kundera, Milan",jk01070894,1981,,literární druhy;česká literatura,eseje,Listy (Řím)
1284,Spisovatel v exilu /,"Škvorecký, Josef",jk01130413,1981,,literární druhy;česká literatura;exil;literární teorie,eseje,Listy (Řím)
1285,Univerzalita osobní zkušenosti v literatuře /,"Lustig, Arnošt",jk01072683,1981,,literární druhy;česká literatura,eseje,Listy (Řím)
1286,Díky i dluh /,Pochoda,ola2008434704,1981,,literární druhy;česká literatura,eseje,Listy (Řím)
1287,Kolo se otáčí /,"Aczél, Tamás",jn19990210008,1981,,literární druhy;česká literatura;lužickosrbská literatura,eseje,Listy (Řím)
1288,Výstřely ve tmě /,"Miller, Arthur",jn19990005721,1981,,literární druhy;česká literatura,eseje,Listy (Řím)
1289,Falzifikát /,Zeman,,1981,"Blahynka, Milan",česká literatura,recenze,Listy (Řím)
1290,Funkce kritiky ve společnosti v krizi /,"Chvatík, Květoslav",jk01050435,1981,,literární druhy;česká literatura,studie,Listy (Řím)
