,title,author,author code,year,figures,description,genre
188,Václav Hrabě : [Voda načichlá nikotinem...].,,,1977,,,česká poezie
189,"Posmívej se, vlaštovičko : [Posmívej se, vlaštovičko] /","Pacovská, Ilka",xx0149687,1977,,,česká poezie
190,Dřevěný totem - Dřevěná huba /,"Seget, Miroslav,",av20181017082,1977,,inzerce;tramping,česká poezie
191,Hodina dějepisu /,"Sýkora, Jiří",,1977,,,české prózy
192,Polední Jumbo Jet / : [Když se v knajpě židle na stůl dávají] /,"Ryvola, Wabi,",jn20000402165,1977,,,česká poezie
193,Houloviny /,"Zárybnický, Stanislav,",xx0024705,1977,,,česká poezie
194,Světoví tuláci.,,,1977,,,úryvky;poezie;prózy
195,Blanka Albrechtová.,,,1977,,,česká poezie
196,Co nám poslal Buldok /,Buldok,av20221145782,1977,,,česká poezie
197,V a W.,,,1977,"Werich, Jan,;Voskovec, Jiří,",humor;satira,česká poezie
198,Minipovídky /,"Bidlo, Jack",,1977,,,české prózy
199,Pleskotská balada : [U Parkeťáku zvečera] /,"Šálková, Jaroslava",ola2010582876,1978,,,česká poezie
200,Pivo pro Martina /,Buldok,av20221145782,1978,,,česká poezie
201,Vajgl : [Smutně na mě koukal] /,"Holeček, Jan",,1978,,,písně
202,Reservé pro Shortyho /,"Štogr, Josef,",kpwa4047,1978,,,česká poezie
203,Sázka /,"Steiner, Zdeněk",xx0140850,1978,,,české prózy
204,Songs of King-Ponka of Fort Hill /,King-Ponka,,1978,,,česká poezie
205,Amára : [Labužníci říkají] /,"Holeček, Jan",,1978,,,česká poezie
206,Startky : [Řekni kde ty startky jsou] /,"Holeček, Jan",,1978,,,česká poezie
207,Krajina : [Mezi jahodami v lese] /,"Nezval, Vítězslav,",jk01090162,1978,,,česká poezie
208,[Bývají noci...].,,,1978,,,česká poezie
209,Z historie Brdského trampingu /,"Hurikán, Bob,",jz6300274,1978,,tramping,články
210,"Brdskej camp : [Každej má divnej kout, kam chodívá] /","Nedvěd, Jan,",jn19990209580,1978,,,písňové texty;česká poezie
211,Jazyk a tramping /,"Nekvapil, Jiří,",jo2002105212,1978,,slovníky;tramping;čeština;lingvistika,články;fejetony
212,Balada o koni narychlo zastřeleném /,Hans Slaboch,,1978,,,prózy
213,[Básně] /,"Zárybnický, Stanislav,",xx0024705,1978,,,česká poezie
214,[Básně] /,"Štogr, Josef,",kpwa4047,1978,,,česká poezie
215,Cesty černých mravenců /,"Gregorová, Marie",,1978,,,české prózy
216,Vzdorná balada o koze a mém zelí : [Budeme mluvit o vině] /,"Štogr, Josef,",kpwa4047,1978,,,česká poezie
217,[Francouzský písničkář Pierre Béranger...].,,,1978,"Béranger, Pierre-Jean de,",,poezie;medailony
218,Sen /,"Crha, Karel",,1978,,,české prózy
219,[Básně] /,"Štogr, Josef,",kpwa4047,1978,,,česká poezie
220,Svatokupci : [Hrají nebeští pozounéři] /,"Belanský, Pavol",,1978,,,česká poezie
221,"Čtvero způsobů, jak se vypořádat s nevěrnou ženou : [Vytáhnu z kufru mausera a promažu ho fest] /","Kapitán Kid,",jo2002159933,1978,,,písňové texty;česká poezie
222,Tapisérie.,,,1978,,,česká poezie
223,Otevřený dopis informátorům v trampských řadách /,"Belanský, Pavol",,1978,,,dopisy
224,[Básně] /,"Zárybnický, Stanislav,",xx0024705,1978,,,česká poezie
225,Bílý bandžo : [V stoletý kavárně] /,"Schneider, Jan,",jk01111048,1978,,,česká poezie
226,[Studánko v pevném kamení...] /,"Švábová, Blanka,",jk01131789,1978,,,česká poezie
227,Rande : [Zítra večer] /,"Zárybnický, Stanislav,",xx0024705,1978,,,česká poezie
228,"[Vodhoď se, kamaráde...] /","Oborský, Vladimír,",av20181003463,1978,,,česká poezie
229,"Bylo, nebylo... /","Zárybnický, Stanislav,",xx0024705,1978,"Einstein, Albert,",,české prózy
230,Paličatost : [Nehádejte se se mnou!] /,"Synáková, Iva,",av20191054848,1978,,,česká poezie
231,[Všichni křičeli...] /,"Štogr, Josef,",kpwa4047,1978,,,česká poezie
232,Odcházím z domova : [Odcházím z domova a beru s sebou klíč] /,"Kainar, Josef,",jk01052554,1978,,,česká poezie
233,Zastrčenej servis : [V zastrčeným servisu tam na okraji města] /,"Linhart, Tony,",jn19990009917,1978,,,česká poezie
234,Tajemství : [O tomhle vím jen já] /,"Synáková, Iva,",av20191054848,1978,,,česká poezie
235,Houloviny /,"Zárybnický, Stanislav,",xx0024705,1978,,,česká poezie
236,Skleníky : [Já bych chtěl rozbíjet] /,"Štogr, Josef,",kpwa4047,1978,,,česká poezie
237,Úplně jiná Genesis : [Prý vzal Bůh hlínu] /,Jindra z Plzně,,1978,,,česká poezie
238,Hlas lidu : [Kdo se to opovážil!] /,"Holeček, Jan",,1978,,,česká poezie
239,Na jehličí : [Před soumrakem položili] /,"Šlejmar, Jaroslav,",jn19990209864,1978,,,česká poezie
240,Panna nebo vorel : [Na cestu dej se když hrom burácí] /,"Ryvola, Wabi,",jn20000402165,1978,,,česká poezie
241,[Básně] /,"Novák, Mirek,",xx0113810,1978,,,česká poezie
242,[Básně] /,"Holub, Miroslav,",jk01041818,1978,,,česká poezie
243,V Dýmu jsou i koniny pro trampské rodiny /,"Vidimský, Karel",,1978,"Lada, Josef,",,česká poezie
244,Ohlasy.,,,1978,,,česká poezie
245,[Bílé cáry mrakoviny...] /,"Trnková, Ludmila",,1978,,,česká poezie
246,Ukolébavka pro Máslo : [Hele ty pse pitomej] /,"Zárybnický, Stanislav,",xx0024705,1978,,,česká poezie
247,Balada vagónová : [Vlak přibrzdil v Kolíně] /,"Vidimský, Karel",,1978,,,česká poezie
248,Velké modré Něco /,"Zárybnický, Stanislav,",xx0024705,1978,,,české povídky
249,"Re/akční program klubu statečné plíce : [Clee, Sparty kouříš ty] /",Abbbé,,1978,,,česká poezie
250,Páteční : [Když jsem si v pátek vyrazil] /,"Riki,",av20181011655,1978,,,česká poezie
251,Co nechci : [Bejt pustý nádraží] /,"Synáková, Iva,",av20191054848,1978,,,česká poezie
252,[Básně] /,"Liška, Jaroslav",xx0148219,1978,,,česká poezie
253,Kruh rukou /,"Lanča, Stanislav",,1979,,,české prózy
254,Člověk /,"Šlitr, Jiří",,1979,,,české povídky
255,Balada na pivo : [Záchody čpí] /,"Štogr, Josef,",kpwa4047,1979,,,česká poezie
256,Robinson Jeffers /,"Štogr, Josef,",kpwa4047,1979,,,americká poezie
257,Tramp 1929 /,,,1979,"Melíšek, Karel,;Včelička, Géza,;Šerhágl, František",tramping,české prózy;česká poezie;anekdoty
258,Soutěž [o dokonalé rýmy].,,,1978,,,česká poezie
259,Svátek bude : [Když se zatahujou mraky] /,"Škrochová, Zdeňka",jx20110419015,1979,,,česká poezie
260,[Básně] /,"Dvořák, Ladislav,",jk01030164,1979,,,česká poezie
261,[Já do lesa nepojedu...] /,Rulík,,1979,,,česká poezie
262,Bedna : [Naozaj mi fóry neidú cez pery] /,"Kapitán Kid,",jo2002159933,1979,,,slovenská poezie
263,Řeč téměř do prázdna : [Měšťáci] /,"Chmarová, Marcela,",jk01050225,1979,,,česká poezie
264,Javorové listy /,"Horníček, Miroslav,",jk01042235,1979,,výstavy,české prózy
265,V rámci zvýšené radostnosti : [Jaro nebude není v plánu] /,"Lukešová, Milena,",jk01072640,1979,,,česká poezie
266,Čtveřice trampských pohádek /,"Bláha, Josef,",mzk2002157026,1979,,tramping,české prózy
267,Setkání : [Uviděli jsme se na nádraží] /,"Trnková, Ludmila",,1979,,,česká poezie
268,Trampská matematika : [Holohlavé slunce] /,"Hosnedlová, Hana,",xx0006520,1977,,,česká poezie
269,Křeček /,"Nedvěd, Jan,",jn19990209580,1979,,trampské písně,česká poezie;písňové texty
270,Za bouřky : [Za bouřky vypli elektriku] /,"Zárybnický, Stanislav,",xx0024705,1979,,,česká poezie
271,"[Ukázka ze sbírky ""Dospěl jsem až příliš brzy""] /","Novák, Mirek,",xx0113810,1979,,,česká poezie
272,Tramp 1930 /,,,1979,"Včelička, Géza,;Kratochvíl, Pavel;Melíšek, Karel,;Franta Tundra;Franta Šerif",tramping,české prózy;česká poezie
273,Romantika : [Mezi šestnáctým a sedmnáctým rokem] /,"Rybák, Josef,",jk01103251,1979,,,česká poezie
274,Proč /,"Myslín, Pavel",pna2011674941,1979,,,české prózy
275,[Všichni se vydáváme...] /,"Štogr, Josef,",kpwa4047,1979,,,česká poezie
276,Odjezd /,"Melíšek, Karel,",jk01081151,1979,,,české prózy
277,[Výběr citací z díla] /,"Pick, Jiří Robert,",jk01092970,1979,,aforismy,česká poezie
278,"Make Love, Cosa Nostra! : [Ze starejch časáků a fotek zažloutlejch] /","Ryvola, Wabi,",jn20000402165,1979,,,písňové texty;česká poezie
279,Silniční : [Po silnici v době jarní] /,"Šlejmar, Jaroslav,",jn19990209864,1979,,,česká poezie
280,Nedělní : [Hraju si s vodou] /,"Belanský, Pavol",,1979,,,česká poezie
281,Óda na drbny : [Mám pochopení pro drbny] /,"Belanský, Pavol",,1979,,,česká poezie
282,Psal se rok 2085 /,"Gregorová, Marie",,1979,,,české povídky
283,Kdo má právo : [Kdo má právo] /,"Černý, Miroslav,",jn19990209124,1979,,písně,česká poezie
284,KULT ÚRA.,,,1979,"Jiránek, Vladimír,;Herz, Juraj,;Dušek, Václav,;Renčín, Vladimír,;Cimrman, Jára da;Šlitr, Jiří,;Tomeček, Jaromír,;Beer, Alois,;Jeffers, Robinson,;Veis, Jaroslav,;Werich, Jan,;Voskovec, Jiří,",,zprávy
285,Povaha /,"Werich, Jan,",jk01151601,1979,,,české povídky
286,[Svět zakroucenej...].,,,1979,,,česká poezie
287,Setkání /,Rulanda,,1979,,,česká poezie
288,Intervyuk s filmovým hvězdákem aneb jinoch Čára mezi profesionály /,"Hantl, Jiří",,1979,"Herz, Juraj,;Dušek, Václav,",,rozhovory
289,Ante portas : [Pod dlaní půlnoc] /,"Oborský, Vladimír,",av20181003463,1979,,,česká poezie
290,Made in lidé /,"Myslín, Pavel",pna2011674941,1979,,,české povídky
291,Letní perioda : [Ptáci se křídly zakusují do slunce] /,"Bláha, Josef,",mzk2002157026,1979,,,česká poezie
292,Porta 79 /,"Štogr, Josef,",kpwa4047,1979,"Hrabě, Václav,;Kovářík, Miroslav,",poezie,zprávy
293,Bludný lidi : [Nad údolím rozezní se rozkřičenej smích] /,"Nedvěd, Jan,",jn19990209580,1979,,,česká poezie;písně
294,"Bible : [Mámo, řekni, co to máš] /","Nedvěd, Jan,",jn19990209580,1979,,,česká poezie;písně
295,[S křížem se nosil...] /,Dědek,,1979,,,česká poezie
296,[z nového textu] /,"Hrabal, Bohumil,",jk01042564,1979,,,české prózy
297,Dostavník života : [Blátivá cesta je život a bolest a sláva] /,"Bláha, Josef,",mzk2002157026,1979,,,česká poezie
298,[Podzimní chvíle...].,,,1979,,,česká poezie
299,Sam Indián /,"Pavel, Ota,",jk01092027,1979,,,české prózy
300,Představuje se vám Levke /,Levke,,1979,,,česká poezie
301,"Karamelová žena se skořicí : [Vezmeme ženu, raději čerstvou] /","Vodňanský, Jan,",jk01150270,1979,,,česká poezie
302,"Bohumila Hrabala ""Proluky"" : aneb O zbabělosti časové a nadčasové /","Olič, Jiří,",jn19990218077,1987,,,recenze
303,Vize jménem Půlnoční myš /,"Olič, Jiří,",jn19990218077,1987,,,recenze
304,Výbor z veršů Milana Knížáka /,"Olič, Jiří,",jn19990218077,1987,"Knížák, Milan,",,recenze
305,"Podlost jako princip : výbor z díla L. Štolla ""Z kulturních zápasů"" /","Olič, Jiří,",jn19990218077,1987,"Štoll, Ladislav,",,recenze
306,Plastic People of the Universe : Půlnoční myš /,-po-,,1987,"Wernisch, Ivan,;Nápravník, Milan,;Bondy, Egon,;Morgenstern, Christian,",hudba;undergroundová kultura,česká poezie;referáty
307,Jakub Deml /,"Diviš, Ivan,",jk01022321,1987,"Deml, Jakub,",,úvahy
308,Jedenáct jednou ranou : aneb Paternoster 6/84 /,"Olič, Jiří,",jn19990218077,1987,"Topol, Jáchym,;Zajíček, Pavel,;Koch, Milan,;Vopálka, Milan Dino,;Vondruška, Josef,;Lampl, Peťák,;Stankovič, Andrej,;Jirous, Ivan Martin,;Němec, Jiří,;Hanel, Olaf,;Klíma, Ladislav,",undergroundová kultura;česká poezie,medailony
309,Běsi vybičovaná paměť Václava Černého /,"Olič, Jiří,",jn19990218077,1987,,,recenze
310,Novoročná anketa rádia Slobodná Európa.,,,1987,,,ankety
311,Konec lehkomyslnosti /,"Chalupecký, Jindřich,",jk01050063,1987,,,eseje
312,Vzdoroslavíci v Čechách /,"Olič, Jiří,",jn19990218077,1987,,undergroundová kultura;česká poezie,medailony
313,Diera v hlave Jiřího Rumla /,-alje-,,1987,"Ruml, Jiří,",,recenze
314,O krvavém románu Josefa Váchala /,"Diviš, Ivan,",jk01022321,1987,"Váchal, Josef,",,recenze
315,"Garáž, Laura a její tygři, Krásné nové stroje a Druk /","Olič, Jiří,",jn19990218077,1987,,hudba,medailony
316,Co jsem viděl a slyšel v trávě : [říkal to onemu člověku] /,"Seydl, Zdenek,",jk01110817,1979,,,česká poezie
317,Čistka /,"Bláha, Josef,",mzk2002157026,1979,"Tolstoj, Lev Nikolajevič,;Werich, Jan,",,česká poezie
318,Já bych chtěl bejt bohatej : [Kdybych já byl strašně bohatej] /,"Ryvola, Wabi,",jn20000402165,1979,,trampské písně,česká poezie;písňové texty
319,Na jaře /,"Šálková, Jaroslava",ola2010582876,1979,,,české povídky
320,Co mají : [Kousek místa na konci ulice] /,Feďa,,1979,"Seydl, Zdenek,;Vega, Lope de,",,česká poezie
321,Generace : [Jsme napůl děti] /,"Kantor, Ladislav,",jn99240000418,1979,,,česká poezie
322,Prečo píšem : ukážky z pripravovanej knihy. /,"Sábato, Ernesto,",jn19990210559,1987,"Sábato, Ernesto,;Kohout, Pavel,;Borges, Jorge Luis,",,bio-bibliografické poznámky;úryvky;úvahy
323,K jiné nehodě na krátkých vlnách /,"Šimečka, Milan,",jk01123018,1988,"Urbánek, Zdeněk,;Brušák, Karel,;Tatarka, Dominik,",,komentáře
324,Muž paradoxov? /,"Hoffman, Ivan,",jn99240000296,1988,"Havel, Václav,",,eseje
325,Básně /,"Mlejnek, Josef,",jn19990009935,1988,,,česká poezie
326,Strach /,"Šimečka, Martin M.",jn19990209853,1988,,,slovenské prózy
327,Spravedlnost a styl /,"Olič, Jiří,",jn19990218077,1988,"Bittová, Iva,",alternativní hudba,recenze
328,Jiří Anderle : aneb Elegance nicoty /,"Olič, Jiří,",jn19990218077,1988,"Anderle, Jiří,",výtvarné umění,recenze
329,Zabudnutý ohyb /,"Olič, Jiří,",jn19990218077,1988,"Csudai, Ivan,",výtvarné umění,recenze
330,Pravidlá hry /,"Šimečka, Martin M.",jn19990209853,1988,"Johanides, Ján,",,recenze
331,Havrillovo Lido /,"Olič, Jiří,",jn19990218077,1988,"Havrilla, Vladimír,",,recenze
332,Lido /,"Šimečka, Martin M.",jn19990218077,1988,"Havrilla, Vladimír,",,recenze
333,Dobrá otázka /,"Hoffman, Ivan,",jn99240000296,1988,,,glosy
334,Námestie Mieru /,"Hoffman, Ivan,",jn99240000296,1988,,,fejetony
335,Odkial' sa začína budúcnosť /,"Hoffman, Ivan,",jn99240000296,1988,"Šimečka, Milan,",,fejetony
336,Předjarní lhaní /,"Šimečka, Milan,",jk01123018,1988,,,fejetony
337,Kde bol Kristus... /,"Hoffman, Ivan,",jn99240000296,1988,,,úvahy
338,Sviatki jari /,"Šimečka, Martin M.",jn19990209853,1988,,,reportáže
339,Nesnesitelná lehkost malířského bytí /,"Olič, Jiří,",jn19990218077,1988,"Ilavský, Svetozár,",slovenské výtvarné umění,glosy
340,Zasraný vlak /,"Hoffman, Ivan,",jn99240000296,1988,,,fejetony
341,Teleskopáž nicoty /,"Olič, Jiří,",jn19990218077,1988,"Hulík, Viktor,",slovenské výtvarné umění,glosy
342,Rozhovor /,"Navrátil, Augustin,",kpwa5403,1988,"Němcová, Dana,;Tomášek, František,",,rozhovory
343,[Básně] /,"Ohnisko, Milan,",jn20010523023,1988,,,česká poezie
344,"O prestavbe, ktorej sme boli ušetrení /","Hoffman, Ivan,",jn99240000296,1988,,,fejetony
345,Stránky z deníku /,"Šimečka, Milan,",jk01123018,1988,"Orwell, George,",,fejetony
346,"""Cestou k poslednímu"" s Josefem Šafaříkem /","Olič, Jiří,",jn19990218077,1988,,,recenze
347,Svazácký prerafaelista Nikolaj Feďkovič /,"Olič, Jiří,",jn19990218077,1988,,,glosy
348,Výstava Vladimíra Kompánka /,"Olič, Jiří,",jn19990218077,1988,"Kompánek, Vladimír,",,glosy
349,Plumbum - Nebezpečná hra /,"Šimečka, Martin M.",jn19990209853,1988,,,recenze
350,Velké trojhvězdí : Odložený svátek /,"Gabriel, Jan,",jo20010084476,1988,"Éluard, Paul,;Apollinaire, Guillaume,;Prévert, Jacques,",francouzská poezie;překlady,recenze
351,Ideálna úvaha /,"Hoffman, Ivan,",jn99240000296,1988,,,glosy
352,Město beze jména /,"Miłosz, Czesław,",jn19990005739,1988,,,polská poezie
353,Křídla motýlů a katedrály : Několik poznámek na okraj básnického díla Czesława Miłosze /,"Burian, Václav,",jn20000400319,1988,"Miłosz, Czesław,",polská poezie,recenze
354,Letný rozhovor o politike /,Ondrej,,1988,"Koudelka, Josef,",fotografie,rozhovory
355,Niekol'ko poznámok nad exkluzívnym interview o našej lenivosti /,"Hoffman, Ivan,",jn99240000296,1988,,,fejetony
356,"Verím, že sa to dá : [Aké to je vlastne] /","Hoffman, Ivan,",jn99240000296,1988,,,slovenská poezie
357,"Neviem, či to viem : [Neviem, či to viem] /","Hoffman, Ivan,",jn99240000296,1988,,,slovenská poezie
358,"Nech mi nehovoria : [Nech mi nehovoria, že mám vravieť hlasno] /","Hoffman, Ivan,",jn99240000296,1988,,,slovenská poezie
359,Keď ide o život : [Člen popravčej čaty] /,"Hoffman, Ivan,",jn99240000296,1988,,,slovenská poezie
360,Rekonštrukcia /,"Šimečka, Martin M.",jn19990209853,1988,,,fejetony
361,Několik myšlenek na nepopulární téma /,"Klimeš, Pavel",,1988,,materialismus;ideologie;idealismus,úvahy
362,Televízny sůboj českej skupiny Stromboli /,-ii-,,1988,,,glosy
363,K divadelním hrám Jiřího Hubače /,"Šormová, Eva,",jk01130759,1987,"Hubač, Jiří,;Bohdalová, Jiřina,;Vymětal, Ladislav,;Hudeček, Václav,;Schorm, Evald,",televizní inscenace;divadelní inscenace;peníze,kritiky
364,Slovo úvodem /,"Benda, Václav,",jn20000400125,1985,,filozofické myšlení;dialog,úvodníky
365,Jak dělat podobiznu ptáka : [Nejdříve namalovat klec s otevřenými dvířky] /,"Prévert, Jacques,",jn19990006694,1979,,,francouzská poezie
366,[Koleje větří dálku] /,"Žáček, Jiří,",jk01152946,1979,,,česká poezie
367,Festival písní v městě EN : [Jednou když sem nešel do hospody] /,"Ryvola, Wabi,",jn20000402165,1979,,,česká poezie
368,Mám pes /,"Zárybnický, Stanislav,",xx0024705,1979,,,české prózy
369,[bez názvu] /,"Trnková, Ludmila",,1979,,,česká poezie
370,"Cesty : [Jsou lidi, kterým volnost stačí] /","Synáková, Iva,",av20191054848,1979,,,česká poezie
371,"Vandry : [Ráno, když se mlha zvedá] /","Baez, Joan,",ja20020044781,1979,,tramping,česká poezie
372,A zase od začátku /,"Šimečka, Milan,",jk01123018,1988,,slovenská literatura;literární časopisy,recenze
373,Igorovi Kalnému /,"Olič, Jiří,",jn19990218077,1988,"Kalný, Igor,",slovenské výtvarné umění;výtvarné umění,glosy
374,Televízny súboj českej skupiny Stromboli a litovskej Antis /,-ii-,,1988,,alternativní hudba,recenze
375,"Marginálie, ktoré vlastne ani nie sú potrebné /",-js-,,1988,,exilová literatura,recenze
376,Dvakrát meraj... /,-js-,,1988,"Corso, Gregory,;Ginsberg, Allen,;Vilikovský, Ján,;Válek, Miroslav,",americká poezie,recenze
