title,author,author code,year,figures,description,genre,magazine
Martin Rázus :,Kríž,,1957,"Rázus, Martin",exil;rumunská literatura,úvahy,Demokracie v exilu (Mnichov)
Studie je název nového sborníku...,,,1958,,exilový tisk;exilová literatura,zprávy,Demokracie v exilu (Mnichov)
Komunismus nemůže dovolit nestranickou tvorbu :,Siloveský,,1958,,česká literatura;politika;komunismus,komentáře,Demokracie v exilu (Mnichov)
Staříček usnul...,,,1958,"Bezruč, Petr",osobnosti,glosy,Demokracie v exilu (Mnichov)
Když rezaví pero - ostří se meč :,Karát,,1958,"Dokulil, Jan",osobnosti,komentáře,Demokracie v exilu (Mnichov)
Nejúspěšnější po Karlu Čapkovi :,"Strnad, Jaroslav",jn99240001138,1958,"Hostovský, Egon",osobnosti,medailony,Demokracie v exilu (Mnichov)
Javorovy Hořké verše /,Podivínský,kpwa5015,1958,"Javor, Pavel",osobnosti,recenze,Demokracie v exilu (Mnichov)
"Dr. Robert Vlach, :",,,1958,"Vlach, Robert",exilový tisk;redaktoři,zprávy,Demokracie v exilu (Mnichov)
Dr. Rudolf Šturm napsal :,,,1958,"Pistorius, Jiří",finská literatura,zprávy,Demokracie v exilu (Mnichov)
Hlaskovo a Pasternakovo svědectví :,"Strnad, Jaroslav",jn99240001138,1958,"Hłasko, Marek;Pasternak, Boris Leonidovič",německá literatura;ruská literatura,glosy,Demokracie v exilu (Mnichov)
Ruský spisovatel potvrdil význam svého poslání :,Koutník,,1958,"Pasternak, Boris Leonidovič",ruská literatura,recenze,Demokracie v exilu (Mnichov)
Dnešna proza nedosahuje ani štandart Kukučína :,Bystrica,,1958,,slovenská literatura,glosy,Demokracie v exilu (Mnichov)
"Dr. Petr Demetz, :",,,1959,"Demetz, Peter;Němcová, Božena;Winter, Zikmund",překlady do němčiny,zprávy,Demokracie v exilu (Mnichov)
Jan Čep konstatoval...,,,1965,"Čep, Jan",osobnosti,zprávy,Demokracie v exilu (Mnichov)
Pavel Javor /,"Baby, J. K.",jk01010515,1965,"Javor, Pavel",osobnosti,poznámky,Demokracie v exilu (Mnichov)
Zkrásněla? :,"Vlach, Robert",jk01150030,1965,"Vrbová, Alena",osobnosti,recenze,Demokracie v exilu (Mnichov)
Opakem světa jedinců je svět robotů :,"Vlach, Robert",jk01150030,1965,"Ekman, Rolf",slovenská literatura,recenze,Demokracie v exilu (Mnichov)
Zákaz protistalinské hry v SSSR :,"Baby, J. K.",jk01010515,1966,,literární časopisy;cenzura;česká literatura;ruská literatura;knižní kultura,komentáře,Demokracie v exilu (Mnichov)
Na českém národním hřbitově v Chicagu :,,,1966,"Masaryková, Alice G.",děti politiků,poznámky,Demokracie v exilu (Mnichov)
Netušili jsme...,,,1966,"Vlach, Robert",osobnosti,nekrology,Demokracie v exilu (Mnichov)
Nepoetický dialog na nepoetické téma :,Brož,kpwa5010,1966,"Steinbeck, John;Jevtušenko, Jevgenij Aleksandrovič",ruská literatura;vietnamská válka (1961-1975),komentáře,Demokracie v exilu (Mnichov)
Zaniká časopis...,,,1967,"Josten, Josef",denní tisk;cenzura,zprávy,Demokracie v exilu (Mnichov)
Neostalinská justice řádí :,Kusý,,1967,"Tigrid, Pavel;Beneš, Jan;Mňačko, Ladislav",česká literatura,komentáře,Demokracie v exilu (Mnichov)
Usilování o náplň soudobé čs. literatury :,,,1967,"Kolář, Jiří;Klíma, Ivan;Vaculík, Ludvík;Havel, Václav;Šmajda, Mychajlo;Seifert, Jaroslav;Kundera, Milan",česká literatura,komentáře,Demokracie v exilu (Mnichov)
Bývalá poslankyně dr. Helena Koželuhová-Procházková...,,,1967,"Koželuhová, Helena",osobnosti,nekrology,Demokracie v exilu (Mnichov)
V Československu zakázaný román vyšel ve Vídni :,Brož,kpwa5010,1967,"Mňačko, Ladislav",německá literatura,glosy,Demokracie v exilu (Mnichov)
"List exulantovi, který pomýšlí na návrat /","Měšťan, Jaromír",jk01081348,1955,"Mann, Klaus",exil;literatura,eseje,Hlas exilu (Mnichov)
Kultura v komunismu /,"Tumlířová, Marie",jk01140407,1955,,literatura pro děti;česká literatura,komentáře,Hlas exilu (Mnichov)
Sbohem Popelce /,"Vlach, Robert",jk01150030,1955,,literatura pro děti;estonská literatura,úvahy,Hlas exilu (Mnichov)
"Zrození komunistického ""básníka"" /","Kratochvil, Antonín",jk01062954,1955,"Bradáč, Karel",literární druhy;česká literatura,fejetony,Hlas exilu (Mnichov)
+ O.M.Jelínek /,"Kratochvil, Antonín",jk01062954,1955,Jelínek,osobnosti,nekrology,Hlas exilu (Mnichov)
Alois Jirásek po dvaceti pěti letech /,"Tumlíř, Jan Vladimír",jk01140402,1955,"Jirásek, Alois",česká literatura;čeští spisovatelé,glosy,Hlas exilu (Mnichov)
Umlčení strážcové tradice /,"Kratochvil, Antonín",jk01062954,1955,"Novák, Arne",česká literatura;osobnosti,biografie,Hlas exilu (Mnichov)
Thomas Mann a Československo /,Jelínek,,1955,"Mann, Thomas",maďarská literatura,medailony,Hlas exilu (Mnichov)
Kulturní záznamy /,-ner,,1955,"Tau, Max",mongolská literatura,recenze,Hlas exilu (Mnichov)
Exulant Kolumbus :,"Kratochvil, Antonín",jk01062954,1956,"Kolumbus, Kryštof",exil,poznámky,Hlas exilu (Mnichov)
Zamyšlení nad tzv. 2. sjezdem čs. spisovatelů /,"Kratochvil, Antonín",jk01062954,1956,"Hrubí;Seifert, Jaroslav;Zápotoc",česká literatura,projevy;úryvky,Hlas exilu (Mnichov)
K zemi své tiskneme se plaše :,Toman,,1956,"Hrubín, František",literární druhy;česká literatura,polemiky,Hlas exilu (Mnichov)
"Vigilie, knižnice Křesťanské akademie /","Želivan, Pavel",xx0180607,1956,"Radimský, Ladislav",,zprávy,Hlas exilu (Mnichov)
Antologie Peníz exulantův :,"Baby, J. K.",jk01010515,1956,"Němeček, Zdeněk",česká literatura,recenze,Hlas exilu (Mnichov)
"Dopis o knize, o umění i o trpkých otázkách :","Želivan, Pavel",xx0180607,1956,,česká literatura,recenze,Hlas exilu (Mnichov)
Vzpomínáme Eduarda Basse /,Z. B,,1956,"Bass, Eduard",osobnosti,medailony,Hlas exilu (Mnichov)
Proč nejsem komunistou :,"Kratochvil, Antonín",jk01062954,1956,"Čapek, Karel",čeští spisovatelé;divadelní adaptace;literární inspirace,glosy,Hlas exilu (Mnichov)
Za P. Františkem Dohnalem /,"Kratochvil, Antonín",jk01062954,1956,"Dohnal, František",osobnosti,nekrology,Hlas exilu (Mnichov)
Durychovy sedmdesátiny /,Podivínský,kpwa5015,1956,"Durych, Jaroslav",osobnosti,medailony,Hlas exilu (Mnichov)
Spisovatelka Jar. Glazarová léčí bytovou krizi /,"Tumlířová, Marie",jk01140407,1956,"Glazarová, Jarmila",osobnosti,polemiky,Hlas exilu (Mnichov)
Osobnost T.G.Masaryka /,Hájek,,1956,"Masaryk, Tomáš Garrigue",osobnosti,biografie,Hlas exilu (Mnichov)
Pronásledují i mrtvé... /,"Tumlířová, Marie",jk01140407,1956,"Němcová, Božena",česká literatura;osobnosti,recenze,Hlas exilu (Mnichov)
15 let od smrti Jiřího Ortena /,"Kratochvil, Antonín",jk01062954,1956,"Orten, Jiří",osobnosti,poznámky,Hlas exilu (Mnichov)
Sedmdesátiny Josefa Palivce /,"Kratochvil, Antonín",jk01062954,1956,"Palivec, Josef",osobnosti,poznámky,Hlas exilu (Mnichov)
Adam Mickiewicz u českých básníků /,"Odložilík, Otakar",jk01090958,1956,"Mickiewicz, Adam",německá literatura,studie,Hlas exilu (Mnichov)
75. výročí smrti F.M.Dostojevského.,,,1956,"Dostojevskij, Fedor Michajlovič",ruská literatura,medailony,Hlas exilu (Mnichov)
Boj o Hviezdoslava :,Havran,,1956,"Hviezdoslav, Pavol Országh",rumunská literatura,medailony,Hlas exilu (Mnichov)
"L'udovít Štúr, :",S-k,,1956,Štúr,rumunská literatura,medailony,Hlas exilu (Mnichov)
"Přemysl Pitter, Domovu i exilu /","Baby, J. K.",jk01010515,1957,"Pitter, Přemysl",literatura,recenze,Hlas exilu (Mnichov)
Lucernička - edice krásné literatury v exilu :,Bt,,1957,"Jimené;Christen;Kovtun, Jiří",exilová literatura,přehledy,Hlas exilu (Mnichov)
Pohled na knižní tvorbu 1956 :,Podivínský,kpwa5015,1957,"Bojar, Pavel;Bojarová, Olga;Valenta, Edvard;Seifert, Jaroslav",osobnosti,recenze,Hlas exilu (Mnichov)
Jaroslav Durych - Praha : Varšava.,,,1957,"Durych, Jaroslav;Brabec, Jiří",německá literatura;osobnosti,komentáře,Hlas exilu (Mnichov)
Exulant Jan A. Komenský /,Podivínský,kpwa5015,1957,"Komenský, Jan Amos",osobnosti,medailony,Hlas exilu (Mnichov)
Kniha o životě zvířat /,Vlaším,,1957,"Baby, J. K.",osobnosti,recenze,Hlas exilu (Mnichov)
Ahasvérovo poselství :,"Želivan, Pavel",xx0180607,1957,"Nekola, Rudolf;Zeyer, Julius",literární teorie;osobnosti,eseje,Hlas exilu (Mnichov)
Za Zdeňkem Němečkem :,,,1957,"Němeček, Zdeněk",osobnosti,nekrology,Hlas exilu (Mnichov)
Cesta historikova /,"Kratochvil, Antonín",jk01062954,1957,"Pekař, Josef",osobnosti,medailony,Hlas exilu (Mnichov)
Pavel Sula :,JM (Kapské Město,,1957,"Sula, Pavel",osobnosti,medailony,Hlas exilu (Mnichov)
Vítězství Ignacia Siloneho.,,,1957,"Silone, Ignazio",japonská literatura,medailony,Hlas exilu (Mnichov)
Skandál v Moskvě.,,,1957,"Dudincev, Vladimir Dmitrijevič;Paustovskij, Konstantin Georgijevič;Podivínský",ruská literatura,komentáře,Hlas exilu (Mnichov)
S Indexem po telefonu /,"Müller, Adolf",jo2002105637,1974,,literatura pro děti,rozhovory,Kalendář československého exilu (Mnichov)
Nejstarší české noviny /,"Jezdinský, Karel",jn20000401235,1974,,časopisy;krajané,stati,Kalendář československého exilu (Mnichov)
Naše úkoly :,"Friedrich, Karel",jk01031962,1971,,literatura pro děti a mládež,referáty,Klub : informace Klubu čtenářů CCC Books (Mnichov)
Místo velkých slov /,"Kučera, Jaroslav",jn20000703172,1971,,literatura pro děti a mládež,referáty,Klub : informace Klubu čtenářů CCC Books (Mnichov)
Perspektivy.,,,1971,,literatura pro děti a mládež,referáty,Klub : informace Klubu čtenářů CCC Books (Mnichov)
Na okraj třetí edice /,"Kučera, Jaroslav",jn20000703172,1973,,literatura pro děti a mládež,referáty,Klub : informace Klubu čtenářů CCC Books (Mnichov)
Místo bilance.,,,1974,,literatura pro děti a mládež,referáty,Klub : informace Klubu čtenářů CCC Books (Mnichov)
Literatura jako soukromé rozhodnutí /,"Brousek, Antonín",jk01013187,1970,,exil;dějiny české literatury,úvahy,Listy (Řím)
Svaz českých spisovatelů zemřel vstoje.,,,1971,"Seifert, Jaroslav",literární druhy;česká literatura,komentáře,Listy (Řím)
Nová čs. nakladatelství - ale v cizině :,,,1971,,exilová nakladatelství a vydavatelství,zprávy,Listy (Řím)
Za Janem Drdou,,,1971,"Drda, Jan",osobnosti,glosy,Listy (Řím)
Dopis na rozloučenou /,"Neumann, Stanislav",jk01090078,1971,"Neumann, Stanislav",čeští básníci;sebevraždy;společnost a politika,dopisy,Listy (Řím)
Pohřeb - politická demonstrace.,,,1971,"Procházka, Jan",osobnosti,referáty,Listy (Řím)
Řeč spisovatele Pavla Kohouta na pohřbu spisovatele Jana Procházky v Praze dne 24.února 1971 /,"Kohout, Pavel",jk01061137,1971,"Procházka, Jan",osobnosti,nekrology,Listy (Řím)
Jaroslavu Seifertovi...,,,1971,"Seifert, Jaroslav",finská literatura;osobnosti,recenze,Listy (Řím)
Čtyři roky pro Vl.Škutinu!,,,1971,"Škutina, Vladimír",osobnosti,zprávy,Listy (Řím)
24 podpisů za V.Škutinu,,,1971,"Škutina, Vladimír",osobnosti,dokumenty,Listy (Řím)
Gleb Grigorjevič Bělochvostov a já /,"Škvorecký, Josef",jk01130413,1971,"Škvorecký, Josef",osobnosti,biografie,Listy (Řím)
Není nutno...,,,1971,,cenzura;česká literatura,bibliografie;dokumenty,Listy (Řím)
Závažná práce o Československu 68-70 /,Horský,,1972,"Ostrý, Antonín;Preisner, Rio",literatura,polemiky;recenze,Listy (Řím)
"Zůstali Hájek, cenzura a policie :","Fischer, Ernst",jn20000601581,1972,"Hájek;Goldstücker, Eduard",literární druhy;česká literatura,komentáře,Listy (Řím)
Pokus vyhladovět neposlušné spisovatele.,,,1972,,česká literatura;čeští spisovatelé;perzekuce;diskriminace,články,Listy (Řím)
Hranice Pavla Kohouta /,"Daix, Pierre",xx0003287,1972,"Kohout, Pavel",česká próza;překlady do francouzštiny,předmluvy,Listy (Řím)
"Text pro případ, že bych vypadl z okna nebo se zabil při autonehodě /","Škvorecký, Josef",jk01130413,1972,"Škvorecký, Josef;Hotmar, Josef;Halas, František;Tigrid, Pavel",česká literatura;osobnosti,biografie;polemiky,Listy (Řím)
F. Dürrenmatt odpovídá STB.,,,1972,"Dürrenmatt, Friedrich",německá literatura;rozhlasové hry;divadelní inscenace;perzekuce,glosy,Listy (Řím)
Srdce Ernesta Fischera /,Liehm,jk01072094,1972,"Fischer, Ernst",maďarská literatura,nekrology,Listy (Řím)
O Shakespearovi a mnohém jiném :,"Kott, Jan",js20020408019,1972,"Kott, Jan;Shakespeare, William",bulharská literatura;německá literatura,rozhovory,Listy (Řím)
"""Tvorba"".",,,1973,"Maltz, Albert;Solženicyn, Aleksandr Isajevič",exilový tisk;americká literatura;ruská literatura,recenze,Listy (Řím)
Petice českých spisovatelů prezidentu republiky /,,,1973,"Mareš;Branald, Adolf;Brdečka, Jiří;Brukner, Josef;Čivrný, Lumír;Dvořák, Ladislav;Glazarová, Jarmila;Hanzelka, Jiří;Havel, Václav;Hiršal, Josef;Hoffmeister, Adolf;Holub, Miroslav;Hrabal, Bohumil;Jariš, Milan;Jirotka, Zdeněk;Káňa, Vašek;Klíma, Ivan;Kliment, Alexandr;Kohout, Pavel;Kolář, Jiří;Kopecký, Jan;Kosík, Karel;Kožík, František;Lacina, Václav;Pavlíček, František;Pekárek, Svatopluk;Pick, Jiří Robert;Putík, Jaroslav;Seifert, Jaroslav;Smetanová, Jindřiška;Šiktanc, Karel;Šotola, Jiří;Topol, Josef;Urbánek, Zdeněk;Vaculík, Ludvík",česká literatura,prohlášení,Listy (Řím)
O Literárním měsíčníku a mnohém jiném... /,"Škvorecký, Josef",jk01130413,1973,,literární časopisy;česká literatura,studie,Listy (Řím)
Sémantika okolo spisovatelů /,"Škvorecký, Josef",jk01130413,1973,"Hájek;Glazarová, Jarmila",česká literatura,komentáře,Listy (Řím)
O nových prózách v Literárním měsíčníku :,"Škvorecký, Josef",jk01130413,1973,"Steklač, Vojtěch;Kostrhun, Jan;Erbenová, Irena;Stavinoha, František;Misař, Karel",literární časopisy;česká literatura,recenze,Listy (Řím)
Vyřadit!,,,1973,,cenzura;česká literatura,bibliografie;dokumenty,Listy (Řím)
In memoriam - Vratislav Blažek /,"Škvorecký, Josef",jk01130413,1973,"Blažek, Vratislav",osobnosti,nekrology,Listy (Řím)
Vladimír Brett...,,,1973,"Brett, Vladimír",osobnosti,glosy,Listy (Řím)
Umřel A.Hoffmeister /,Liehm,jk01072094,1973,"Hoffmeister, Adolf",osobnosti,nekrology,Listy (Řím)
Poslední rozhovor /,"Hostovský, Egon",jk01042403,1973,"Hostovský, Egon",osobnosti,biografické poznámky;rozhovory,Listy (Řím)
Interview s Pavlem Kohoutem /,"Kohout, Pavel",jk01061137,1973,"Kohout, Pavel",osobnosti,rozhovory,Listy (Řím)
Rozhovor s L.Vaculíkem /,"Vaculík, Ludvík",jk01141068,1973,"Vaculík, Ludvík",osobnosti,rozhovory,Listy (Řím)
Normalizace Les Lettres Francaises /,Liehm,jk01072094,1973,"Seghers, Pierre;Daix, Pierre;Aragon, Louis",literární časopisy;francouzská literatura,komentáře,Listy (Řím)
Liblická konference po deseti letech /,"Goldstücker, Eduard",jk01032520,1973,"Kafka, Franz",česká literatura;maďarská literatura,paměti,Listy (Řím)
Praha magická A.M.Ripellina /,S. M,,1974,"Ripellino, Angelo Maria",japonská literatura;literatura,recenze,Listy (Řím)
Vaculík - Kohout,,,1974,"Klusák, Milan;Kohout, Pavel;Vaculík, Ludvík",česká literatura,dokumenty;prohlášení,Listy (Řím)
Některé normalizované kulturní výkony /,"Škvorecký, Josef",jk01130413,1974,"Kliment, Jan;Fischer, Jan Otokar",česká literatura;finská literatura,recenze,Listy (Řím)
"Hrst literárních poznámek, informací a ovšem Mirákl /",Liehm,jk01072094,1974,"Kundera, Milan;Škvorecký, Josef",česká literatura,recenze,Listy (Řím)
Případ Oty Filipa,,,1974,"Filip, Ota",osobnosti,recenze,Listy (Řím)
Nový román Milana Kundery.,,,1974,"Kundera, Milan",finská literatura;osobnosti,zprávy,Listy (Řím)
Guberniální mýtus /,J,,1974,"Pludek, Alexej;Hrabal, Bohumil",česká literatura;osobnosti,recenze,Listy (Řím)
"Osud ""prezidentova vězně""",,,1974,"Škutina, Vladimír",osobnosti,biografie,Listy (Řím)
Postskript ke Zbabělcům /,"Škvorecký, Josef",jk01130413,1974,"Škvorecký, Josef",český román;česká próza;literární postavy,doslovy,Listy (Řím)
Proti času /,"Grass, Günter",jn19990002840,1974,"Grass, Günter",maďarská literatura,rozhovory,Listy (Řím)
Jaká je naše budoucnost? :,"Medvedev, Roj Aleksandrovič",jn20000703206,1975,"Solženicyn, Aleksandr Isajevič",dopisy;literatura;ruská literatura;ruští spisovatelé,články;úryvky,Listy (Řím)
Dopis /,"Havel, Václav",jk01040240,1975,"Husák, Gustáv",literatura,dokumenty,Listy (Řím)
Edice Petlice :,,,1975,,literatura pro děti,bibliografie,Listy (Řím)
Drahý Jean-Paul Sartre... /,"Kosík, Karel",jk01061936,1975,"Sartre, Jean-Paul",česká literatura,korespondence,Listy (Řím)
Sedm dopisů z Prahy :,,,1975,,česká literatura,referáty,Listy (Řím)
In memoriam Ladislava Fikara /,"Škvorecký, Josef",jk01130413,1975,"Fikar, Ladislav",osobnosti,nekrology,Listy (Řím)
Od přátel z Prahy /,K,,1975,"Fikar, Ladislav",osobnosti,nekrology,Listy (Řím)
Rozhovor s Otou Filipem /,"Filip, Ota",jk01031164,1975,"Filip, Ota",osobnosti,rozhovory,Listy (Řím)
Dobrý člověk v nedobré době /,"Škvorecký, Josef",jk01130413,1975,"Fuks, Ladislav;Körner, Vladimír;Hrzalová, Hana",česká literatura,recenze,Listy (Řím)
Viktoria = vítězství? /,Liehm,jk01072094,1975,"Hrabal, Bohumil",česká literatura;osobnosti,komentáře,Listy (Řím)
Kvadratura kruhu /,"Škvorecký, Josef",jk01130413,1975,"Páral, Vladimír",česká próza,studie,Listy (Řím)
Citát pro domo /,"Škvorecký, Josef",jk01130413,1975,"Pludek, Alexej",osobnosti,glosy,Listy (Řím)
Trpaslík - bez houpačky.,,,1975,"Řezáč, Tomáš;Pelikán, Jiří",osobnosti,glosy,Listy (Řím)
Hořké řádky /,"Škutina, Vladimír",jk01130395,1975,"Škutina, Vladimír",čeští spisovatelé;perzekuce,články,Listy (Řím)
Cena Egona Hostovského.,,,1975,"Vejvoda, Jaroslav",literární druhy;osobnosti,zprávy,Listy (Řím)
Relativně vzato aneb :,Liehm,jk01072094,1975,"Voskovec, Jiří;Werich, Jan",osobnosti,recenze,Listy (Řím)
S Jiřím Voskovcem o čemkoli /,"Voskovec, Jiří",jk01150746,1975,"Voskovec, Jiří",osobnosti,rozhovory,Listy (Řím)
"Přátelé, příteli,... /","Werich, Jan",jk01151601,1975,"Werich, Jan",přátelství,glosy,Listy (Řím)
Kdo má pravdu? /,"Filip, Ota",jk01031164,1975,"Solženicyn, Aleksandr Isajevič",ruská literatura,recenze,Listy (Řím)
